src_ip,src_port,dst_ip,dst_port,protocol,num_packets,time_sequence,length_sequence,direction_sequence
192.168.50.244,56819,192.0.77.32,443,TCP,27,"[1617178697.800111, 1617178697.800114, 1617178697.800451, 1617178697.800467, 1617178697.839548, 1617178697.839632, 1617178697.839696, 1617178697.928839, 1617178697.928912, 1617178697.960358, 1617178697.96036, 1617178697.9604, 1617178697.960444, 1617178697.96045, 1617178697.960487, 1617178698.236618, 1617178698.238382, 1617178698.247768, 1617178698.27108, 1617178698.271103, 1617178698.271105, 1617178698.271212, 1617178698.271215, 1617178698.320242, 1617178723.512214, 1617178723.51251, 1617178723.572385]","[1500, 248, 1500, 1500, 40, 40, 1040, 40, 160, 104, 132, 357, 40, 40, 40, 600, 1500, 1500, 40, 71, 40, 580, 40, 40, 40, 40, 40]","[-1, -1, -1, -1, 1, 1, -1, 1, -1, 1, 1, 1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1, -1, 1, 1, -1, 1]"
150.242.169.98,61627,99.86.202.24,443,TCP,21,"[1615726680.921434, 1615726680.921536, 1615726680.921632, 1615726680.92174, 1615726680.921846, 1615726680.92332, 1615726681.237538, 1615726681.268716, 1615726681.268739, 1615726681.26876, 1615726681.268795, 1615726681.268799, 1615726681.268876, 1615726681.321289, 1615726681.348841, 1615726710.920612, 1615726710.920748, 1615726711.187942, 1615726711.187969, 1615726717.509047, 1615726717.561332]","[1280, 1280, 1280, 1280, 1280, 772, 772, 52, 52, 52, 52, 52, 116, 52, 64, 76, 52, 52, 52, 52, 52]","[-1, -1, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 1, -1, 1, -1, -1, 1, 1, 1, -1]"
150.242.169.100,62098,182.254.59.150,443,TCP,24,"[1620715845.65485, 1620715845.654968, 1620715845.655056, 1620715845.656302, 1620715845.71782, 1620715845.752824, 1620715845.753842, 1620715845.753945, 1620715845.755125, 1620715845.758243, 1620715845.758316, 1620715845.758344, 1620715845.758347, 1620715845.758392, 1620715845.778339, 1620715845.793021, 1620715845.797491, 1620715845.799129, 1620715845.803707, 1620715845.834936, 1620715845.835083, 1620715845.835087, 1620715845.855066, 1620715845.88859]","[1500, 1500, 1216, 1268, 41, 40, 120, 600, 438, 343, 343, 95, 75, 71, 52, 71, 40, 40, 40, 208, 622, 71, 40, 40]","[-1, -1, -1, -1, -1, 1, 1, 1, 1, -1, -1, -1, -1, -1, 1, 1, -1, 1, -1, -1, -1, -1, 1, 1]"
150.242.169.99,61645,184.25.254.123,443,TCP,49,"[1618907087.044121, 1618907087.044251, 1618907087.044346, 1618907087.045365, 1618907087.141477, 1618907087.141482, 1618907087.141488, 1618907087.351244, 1618907087.374038, 1618907087.392373, 1618907087.392495, 1618907087.392497, 1618907087.392695, 1618907087.392795, 1618907087.392797, 1618907087.393217, 1618907087.601862, 1618907087.60207, 1618907087.602073, 1618907087.602119, 1618907087.602121, 1618907087.602158, 1618907087.602358, 1618907087.602742, 1618907087.602744, 1618907087.602993, 1618907087.6041, 1618907087.611861, 1618907087.611952, 1618907087.616154, 1618907087.616156, 1618907087.616294, 1618907087.616297, 1618907087.616298, 1618907087.69293, 1618907087.698003, 1618907087.826228, 1618907087.826285, 1618907087.826287, 1618907087.826288, 1618907087.850342, 1618907087.850343, 1618907087.850453, 1618907088.060102, 1618907088.060199, 1618907088.060587, 1618907088.060829, 1618907088.291984, 1618907088.291986]","[1500, 1500, 1252, 1500, 52, 52, 52, 1349, 52, 132, 98, 95, 87, 1500, 469, 718, 52, 52, 52, 339, 52, 339, 122, 64, 52, 52, 87, 52, 52, 1500, 718, 718, 52, 83, 1138, 52, 64, 64, 52, 64, 91, 76, 52, 52, 52, 76, 52, 40, 40]","[-1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1, -1, -1, -1, 1, 1, 1, -1, -1, -1, -1, 1, 1]"
192.168.50.213,47564,59.111.181.35,443,TCP,64,"[1610526084.314479, 1610526084.314679, 1610526084.314685, 1610526084.328047, 1610526084.329219, 1610526084.329438, 1610526084.352428, 1610526084.358507, 1610526084.359104, 1610526084.405722, 1610526084.405727, 1610526084.407193, 1610526084.407349, 1610526084.407449, 1610526084.410685, 1610526084.411082, 1610526084.436719, 1610526084.45176, 1610526084.460407, 1610526084.460414, 1610526084.460417, 1610526084.463696, 1610526084.465288, 1610526084.469828, 1610526084.46996, 1610526084.47297, 1610526084.473802, 1610526084.547833, 1610526094.154542, 1610526094.154792, 1610526094.222875, 1610526094.223097, 1610526094.227456, 1610526094.228009, 1610526094.297117, 1610526094.297122, 1610526094.304056, 1610526094.304583, 1610526111.430414, 1610526111.520017, 1610526111.523909, 1610526111.633407, 1610526111.63341, 1610526111.653649, 1610526114.153158, 1610526114.153551, 1610526114.241622, 1610526114.241625, 1610526114.245175, 1610526114.283014, 1610526114.302828, 1610526114.30283, 1610526114.306633, 1610526114.30673, 1610526124.146926, 1610526124.147305, 1610526124.295089, 1610526124.295279, 1610526124.300727, 1610526124.301476, 1610526124.404177, 1610526124.404182, 1610526124.408894, 1610526124.409754]","[1500, 1500, 781, 52, 52, 52, 132, 1500, 1500, 339, 339, 114, 52, 83, 1500, 343, 52, 52, 52, 52, 87, 83, 52, 268, 83, 52, 52, 52, 1500, 201, 52, 87, 83, 52, 357, 93, 52, 52, 1478, 87, 83, 357, 93, 52, 1500, 342, 52, 87, 83, 52, 357, 93, 52, 52, 1500, 154, 52, 87, 83, 52, 357, 93, 52, 52]","[-1, -1, -1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, 1, 1, -1, 1, -1, -1, -1, 1, 1, -1, -1, 1, 1, -1, 1, 1, -1, -1, 1, 1, -1, -1, 1, 1, 1, -1, 1, -1, -1, 1, 1, 1, -1, -1, 1, 1, -1, -1, 1, 1, 1, 1, -1, -1, 1, 1, -1, -1, 1, 1]"
150.242.169.100,64329,23.1.244.29,443,TCP,96,"[1615788411.790816, 1615788411.79105, 1615788411.791054, 1615788411.796134, 1615788411.796151, 1615788411.79618, 1615788411.796351, 1615788412.582542, 1615788412.586095, 1615788412.586121, 1615788412.586123, 1615788412.586204, 1615788412.589152, 1615788412.589229, 1615788412.589305, 1615788412.782631, 1615788412.782755, 1615788412.78279, 1615788412.785153, 1615788412.785161, 1615788412.785171, 1615788412.785229, 1615788412.785274, 1615788412.785901, 1615788412.788288, 1615788412.788297, 1615788412.791738, 1615788412.791772, 1615788412.794512, 1615788412.797546, 1615788412.990767, 1615788413.044003, 1615788413.04859, 1615788416.353005, 1615788416.353107, 1615788416.353188, 1615788416.353268, 1615788416.353345, 1615788416.353431, 1615788416.379265, 1615788416.552257, 1615788416.552265, 1615788416.553006, 1615788416.553008, 1615788416.55301, 1615788416.553018, 1615788416.554492, 1615788416.557745, 1615788416.578451, 1615788417.97823, 1615788417.982596, 1615788417.982682, 1615788417.982686, 1615788417.989991, 1615788417.99228, 1615788417.992338, 1615788417.992532, 1615788418.006072, 1615788418.006132, 1615788418.006199, 1615788418.177234, 1615788418.181532, 1615788418.181835, 1615788418.186313, 1615788418.189287, 1615788418.191414, 1615788418.191471, 1615788418.191473, 1615788418.191787, 1615788418.193951, 1615788418.205285, 1615788418.206152, 1615788418.210383, 1615788418.567366, 1615788418.576624, 1615788418.997448, 1615788419.002831, 1615788419.175257, 1615788419.178803, 1615788421.843886, 1615788421.84397, 1615788421.844073, 1615788421.844127, 1615788421.844216, 1615788421.844256, 1615788422.043346, 1615788422.045308, 1615788422.049046, 1615788442.045353, 1615788442.045356, 1615788442.461975, 1615788442.900951, 1615788443.82119, 1615788445.61319, 1615788449.132918, 1615788456.109585]","[1500, 1500, 1500, 64, 52, 64, 52, 132, 98, 95, 87, 421, 600, 600, 570, 52, 339, 323, 52, 52, 52, 122, 52, 52, 64, 64, 52, 83, 87, 52, 52, 920, 52, 600, 600, 600, 456, 600, 497, 87, 52, 52, 52, 52, 52, 52, 268, 52, 52, 184, 600, 600, 145, 140, 600, 587, 83, 140, 600, 588, 52, 52, 52, 87, 52, 52, 64, 52, 87, 52, 52, 87, 52, 923, 52, 923, 52, 923, 52, 600, 600, 600, 456, 600, 385, 52, 268, 52, 76, 52, 52, 76, 76, 76, 76, 76]","[-1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1, -1, -1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]"
150.242.169.99,49833,40.74.108.79,443,TCP,20,"[1626169355.724895, 1626169355.725015, 1626169355.725135, 1626169355.72514, 1626169355.725481, 1626169355.725844, 1626169355.725894, 1626169355.820458, 1626169355.82047, 1626169355.820776, 1626169355.820827, 1626169355.821244, 1626169355.825232, 1626169355.825887, 1626169355.826026, 1626169355.920447, 1626169355.920571, 1626169355.920576, 1626169356.233387, 1626169356.233804]","[1500, 1500, 1216, 203, 40, 120, 416, 40, 40, 311, 311, 40, 928, 64, 40, 40, 40, 40, 40, 40]","[-1, -1, -1, -1, 1, 1, 1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, -1, 1]"
150.242.169.100,64088,192.144.188.38,7823,TCP,42,"[1617359227.517461, 1617359227.519774, 1617359227.531245, 1617359227.536238, 1617359227.536757, 1617359227.536779, 1617359227.537591, 1617359227.538001, 1617359227.538011, 1617359227.538101, 1617359227.540586, 1617359227.544994, 1617359227.574885, 1617359227.576867, 1617359227.579137, 1617359227.619969, 1617359227.646481, 1617359227.648591, 1617359242.648226, 1617359242.65135, 1617359257.706744, 1617359257.728181, 1617359258.549373, 1617359258.55317, 1617359258.553185, 1617359258.554777, 1617359273.555671, 1617359273.557149, 1617359288.587852, 1617359288.653255, 1617359289.483968, 1617359289.485187, 1617359289.486653, 1617359304.485265, 1617359304.525759, 1617359319.529195, 1617359319.578648, 1617359320.463402, 1617359320.466036, 1617359320.468447, 1617359335.469467, 1617359335.471003]","[417, 40, 104, 600, 600, 252, 52, 40, 40, 191, 40, 166, 107, 40, 101, 40, 175, 40, 40, 40, 40, 40, 101, 40, 175, 40, 40, 40, 40, 40, 101, 175, 40, 40, 40, 40, 40, 101, 175, 40, 40, 40]","[-1, 1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1, -1, 1, 1, -1, -1, 1, -1, 1, -1, 1, 1, -1, -1, 1, -1, 1, -1, 1, 1, -1, 1, -1, 1, -1, 1, 1, -1, 1, -1, 1]"
150.242.169.100,51092,114.80.30.38,443,TCP,46,"[1613786408.92763, 1613786408.927996, 1613786408.928607, 1613786408.928609, 1613786408.931731, 1613786408.933196, 1613786408.937178, 1613786408.93859, 1613786408.939394, 1613786408.969969, 1613786408.970251, 1613786408.970307, 1613786408.97227, 1613786408.974862, 1613786408.975204, 1613786408.975323, 1613786408.976045, 1613786408.976178, 1613786408.977031, 1613786408.977152, 1613786408.978064, 1613786408.97818, 1613786408.978651, 1613786408.979085, 1613786408.979182, 1613786408.983011, 1613786408.983575, 1613786408.983618, 1613786409.024105, 1613786409.025044, 1613786409.05827, 1613786409.059348, 1613786409.059466, 1613786409.060639, 1613786409.06076, 1613786409.061865, 1613786409.061987, 1613786409.062713, 1613786409.062845, 1613786409.063403, 1613786409.063449, 1613786409.065187, 1613786409.066838, 1613786409.06684, 1613786409.066901, 1613786409.06746]","[1452, 1452, 1452, 127, 40, 40, 120, 1452, 682, 40, 343, 343, 40, 40, 1452, 1452, 1452, 1452, 1452, 1452, 1452, 1452, 52, 1452, 827, 40, 40, 40, 1452, 682, 40, 1452, 1452, 1452, 1452, 1452, 1452, 1452, 1452, 1452, 827, 40, 40, 40, 40, 40]","[-1, -1, -1, -1, 1, 1, 1, 1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1]"
